Taxon,lon,lat,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Lactuca_viminea,-5.1,37.1,159,109,39,5787,318,41,277,98,235,237,89,714,108,2,65,311,22,28,297
Lactuca_viminea,-2.1,37.1,165,94,38,5312,300,53,247,138,234,237,101,297,39,3,46,107,21,28,95
Lactuca_viminea,-3.43,37.12,93,123,38,6564,286,-35,321,43,183,184,18,774,96,17,44,273,68,74,261
Lactuca_viminea,-3.45,37.13,119,121,38,6487,307,-10,317,70,207,207,43,628,79,11,47,223,46,46,218
Lactuca_viminea,-3.22,37.13,79,123,38,6629,273,-49,322,28,170,171,3,845,102,24,39,294,90,93,269
Lactuca_viminea,-2.77,37.13,143,109,37,6044,308,21,287,97,224,226,72,430,53,7,45,145,32,39,143
Lactuca_viminea,-2.532,37.203,117,114,38,6268,293,-7,300,68,202,204,45,562,72,14,39,190,57,62,172
Lactuca_viminea,-3.33,37.22,108,121,37,6561,298,-21,319,59,198,198,32,678,85,14,45,240,57,63,227
Lactuca_viminea,-2.88,37.22,127,116,38,6340,306,1,305,79,213,214,53,529,66,10,43,183,43,51,173
Lactuca_viminea,-2.6166244,37.240734,93,119,38,6492,280,-33,313,42,182,183,19,714,91,22,36,243,84,87,212
Lactuca_viminea,-2.8142104,37.241047,111,118,38,6431,294,-16,310,61,198,199,36,616,78,15,40,212,60,65,193
Lactuca_viminea,-2.77,37.31,104,119,38,6492,290,-23,313,55,193,194,30,652,82,17,39,224,68,72,201
Lactuca_viminea,-3,37.31,123,118,37,6468,307,-4,311,75,211,212,48,566,70,11,44,198,47,54,185
Lactuca_viminea,-4.24,37.4,141,116,37,6485,324,14,310,72,229,229,64,644,84,7,55,248,32,32,244
Lactuca_viminea,-2.1,37.4,161,103,39,5602,306,42,264,131,234,237,94,324,42,4,43,113,25,32,98
Lactuca_viminea,-2.4672837,37.46055,120,116,38,6373,298,-6,304,97,206,207,46,546,70,13,38,185,57,61,162
Lactuca_viminea,-3.45,37.49,137,120,37,6656,326,6,320,89,227,227,58,556,74,8,49,201,36,36,192
Lactuca_viminea,-2.32,37.49,132,112,38,6153,301,8,293,110,215,216,60,468,60,10,39,157,46,51,138
Lactuca_viminea,-3.8300903,37.539326,126,121,37,6730,320,-3,323,57,218,218,47,653,88,10,50,239,42,42,231
Lactuca_viminea,-3.8298569,37.539707,126,121,37,6730,320,-3,323,57,218,218,47,653,88,10,50,239,42,42,231
Lactuca_viminea,22.28,37.544167,119,108,38,6032,278,1,277,61,198,198,46,862,150,14,63,403,55,55,384
Lactuca_viminea,22.075,37.551666,119,105,38,5935,273,2,271,62,196,196,47,894,155,14,64,419,54,54,398
Lactuca_viminea,-2.09,37.58,129,113,38,6151,298,4,294,106,211,213,57,484,62,12,36,161,54,58,136
Lactuca_viminea,22.2925,37.627224,120,110,39,6088,281,0,281,62,200,200,46,854,147,14,62,395,57,57,377
Lactuca_viminea,-1.827,37.658,148,111,39,5881,306,24,282,117,226,228,78,386,49,7,39,128,39,45,106
